,group_id,TA,GRACE DAYS,BUILD,TEST1,TEST2,TEST3,TEST4,TEST5,TEST6,TEST7,TEST8,TEST9,TEST10,COMMENT,Unnamed: 15,Legend
0,1,XZ,,1.0,100.0,100.0,100.0,100.0,100.0,100.0,1360.0,4184.0,13967.0,-1.0,,,-1: No grade ouput
